name,path
S12397 Zod Alltel MT01 Patricksknob,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12397 Zod Alltel MT01 Patricksknob
S12398 Cosky Tank - Kendall Yards,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12398 Cosky Tank - Kendall Yards
S12403 Omak 2 Existing Monopole,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12403 Omak 2 Existing Monopole
S12412 Diamond Head - Existing Guyed Tower,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12412 Diamond Head - Existing Guyed Tower
S12413 Boundary Butte- Existing Guyed Tower,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12413 Boundary Butte- Existing Guyed Tower
"S12414 Zod Altel MT01 Bigfork, MT","R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12414 Zod Altel MT01 Bigfork, MT"
S12427 SERE (also see S11302),R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12427 SERE (also see S11302)
S12433 17 & Ray Coffee Stand,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12433 17 & Ray Coffee Stand
S12436 USAR MEP FAFB,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12436 USAR MEP FAFB
S12437 WAARNG MEP FAFB,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12437 WAARNG MEP FAFB
S12443 Beck Road Substation,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12443 Beck Road Substation
S12443 Beck Road Substation - Copy,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12443 Beck Road Substation - Copy
S12456 SIA On-Call,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12456 SIA On-Call
S12469 Zod_Alltel_MT01_Blackbutte,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12469 Zod_Alltel_MT01_Blackbutte
S12470 Zod_Alltel_MT05_Charitypk,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12470 Zod_Alltel_MT05_Charitypk
S12471 Zod_Alltel_MT05_Seeleylk,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12471 Zod_Alltel_MT05_Seeleylk
S12472 Union Pacific-Black Mountain,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12472 Union Pacific-Black Mountain
S12474 Don Morse Park,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12474 Don Morse Park
S12477 Noxon Living Facility,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12477 Noxon Living Facility
S12479 Grain Shuttle Stability,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12479 Grain Shuttle Stability
S12482 SIA On-Call Taylor Engineering,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12482 SIA On-Call Taylor Engineering
S12482 SIA On-Call Taylor Engineering - Copy,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12482 SIA On-Call Taylor Engineering - Copy
S12490 City of Spokane RFQ for Geotechnical and Environmental Services,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12490 City of Spokane RFQ for Geotechnical and Environmental Services
S12490 City of Spokane RFQ for Geotechnical and Environmental Services - Copy,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12490 City of Spokane RFQ for Geotechnical and Environmental Services - Copy
S12495 Grant County PUD Request for Proposals for ArchitecturalEngineering Services,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12495 Grant County PUD Request for Proposals for ArchitecturalEngineering Services
S12502 SIA On Call Storhaug,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12502 SIA On Call Storhaug
S12505 Caribou Ridge at Schweitzer,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12505 Caribou Ridge at Schweitzer
S12534 Newport Spruce Street Reconstruction Project,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12534 Newport Spruce Street Reconstruction Project
S12535 Hallet Road Commercial Site,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12535 Hallet Road Commercial Site
S12540 3rd Avenue from Division to Arthur,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12540 3rd Avenue from Division to Arthur
S12541 Centennial trail under the Monroe St. Bridge,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12541 Centennial trail under the Monroe St. Bridge
S12542 Moran Prairie Elementary School Drop-Off Area Expansion,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12542 Moran Prairie Elementary School Drop-Off Area Expansion
S12548 Business Park  Palouse Highway & Regal,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12548 Business Park  Palouse Highway & Regal
"S12555 3rd Avenue Lift Station Post, Falls","R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12555 3rd Avenue Lift Station Post, Falls"
S12580 Greenwood Memorial Terrace,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12580 Greenwood Memorial Terrace
S12581 Hanford Trench 94 Soil Testing,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12581 Hanford Trench 94 Soil Testing
S-12006 Dalles Readiness Center Garco,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12006 Dalles Readiness Center Garco
S-12007 Unnamed Substation Expansion -Grant County,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12007 Unnamed Substation Expansion -Grant County
S-12010 Larson Beach Wall- Stevens County,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12010 Larson Beach Wall- Stevens County
S-12019 Benton County SOQ,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12019 Benton County SOQ
S-12030 City of Omak SOQ,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12030 City of Omak SOQ
S-12031 North Monroe Street Revitalization RFQ,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12031 North Monroe Street Revitalization RFQ
S-12035 Dorian Studios Addition,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12035 Dorian Studios Addition
S-12036 Weyrauch Residence,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12036 Weyrauch Residence
S-12038 Crumb Creek Substation,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12038 Crumb Creek Substation
S-12039 CDA Dike Certification,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12039 CDA Dike Certification
S-12043 Scafco Building,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12043 Scafco Building
S-12044 Richland Project Astro,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12044 Richland Project Astro
S-12048 Basin City Tank,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12048 Basin City Tank
S-12049 Basin City Water Line,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12049 Basin City Water Line
S-12060 Indian Creek Geotechnical Site Exploration,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12060 Indian Creek Geotechnical Site Exploration
S-12097 Goodrich Farms,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12097 Goodrich Farms
S-12102 Garfield Bay Residence,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12102 Garfield Bay Residence
S-12117 Cannon Residence,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12117 Cannon Residence
S-12127 Appleway Toyota Showroom,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12127 Appleway Toyota Showroom
S-12128 Appleway Chevrolet Warehouse,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12128 Appleway Chevrolet Warehouse
"S-12142 New McDonalds restaurant CDA, ID","R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12142 New McDonalds restaurant CDA, ID"
"S-12145 New McDonalds restaurant-Olympia, WA","R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12145 New McDonalds restaurant-Olympia, WA"
S-12151 Forest Hills Potential Residence,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12151 Forest Hills Potential Residence
S-12202 Hooley Digester Tillamook,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12202 Hooley Digester Tillamook
S-12244 Pedestrian Bridge,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12244 Pedestrian Bridge
S12005 Idaho Department of Public Works,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S12005 Idaho Department of Public Works
S12067 Spokane River Sediment Sampling,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S12067 Spokane River Sediment Sampling
S12216 King Street Apartments,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S12216 King Street Apartments
S12272 Okanogan RFP,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S12272 Okanogan RFP
Suarez Downloads,R:\Engineering\S Projects\S Jobs\2012 S Jobs\2012 S Sjobs on hold  low probablility not won or unlikely\S-12102 Garfield Bay Residence\Suarez Downloads
S12548 Business Park  Palouse Highway & Regal,R:\Engineering\S Projects\S Jobs\2012 S Jobs\Copy of 2012 S Jobs\S12548 Business Park  Palouse Highway & Regal
"S12555 3rd Avenue Lift Station Post, Falls","R:\Engineering\S Projects\S Jobs\2012 S Jobs\Copy of 2012 S Jobs\S12555 3rd Avenue Lift Station Post, Falls"
S12580 Greenwood Memorial Terrace,R:\Engineering\S Projects\S Jobs\2012 S Jobs\Copy of 2012 S Jobs\S12580 Greenwood Memorial Terrace
S12581 Hanford Trench 94 Soil Testing,R:\Engineering\S Projects\S Jobs\2012 S Jobs\Copy of 2012 S Jobs\S12581 Hanford Trench 94 Soil Testing
S12581 Report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\Copy of 2012 S Jobs\S12581 Hanford Trench 94 Soil Testing\S12581 Report
SDB email_files,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12079 Upper Columbia Academy Dining Hall and Food Service Facility\SDB email_files
Soil Data,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12364 SIA Major Feasibilty\Soil Data
S12380 Lagoons,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12380 Sacheen Lake\S12380 Lagoons
S12380 Report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12380 Sacheen Lake\S12380 Report
Soil Maps,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12380 Sacheen Lake\S12380 Lagoons\Soil Maps
September 12 revision info,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12382 USACE SEA District Geo services\September 12 revision info
Submittals in Progress,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12382 USACE SEA District Geo services\Submittals in Progress
Site Plans,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S-12562 Mullan Road Elementary School Addition\Site Plans
Signed Agreement,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12009 Lakeside Bridge -Stevens County\Signed Agreement
S12011 Calcs,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12011 VanDerostyne residence\S12011 Calcs
S12011 photos,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12011 VanDerostyne residence\S12011 photos
S12011 Proposal & Contracts,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12011 VanDerostyne residence\S12011 Proposal & Contracts
S12011 report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12011 VanDerostyne residence\S12011 report
S12011 attachments,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12011 VanDerostyne residence\S12011 report\S12011 attachments
S12037 Drafting,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12037 Okanogan Substation\S12037 Drafting
S12037 FIGURES,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12037 Okanogan Substation\S12037 FIGURES
S12037 PROPOSAL,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12037 Okanogan Substation\S12037 PROPOSAL
S12037 Report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12037 Okanogan Substation\S12037 Report
Split Spoon sample pics,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12037 Okanogan Substation\Split Spoon sample pics
S-12059 drawings provided,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\S-12059 drawings provided"
S12059 calcs,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\S12059 calcs"
S12059 Drafting,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\S12059 Drafting"
S12059 Report,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\S12059 Report"
S12059 Drafting,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\Attachments\S12059 Drafting"
Similar Reports,"R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12059 Gavilon Elevator Bruce, WA\S12059 Report\Similar Reports"
S12071 Drafting,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12071 Quail Creek Road\S12071 Drafting
S12071 Figures,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12071 Quail Creek Road\S12071 Figures
S12071 pavement calculation,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12071 Quail Creek Road\S12071 pavement calculation
S12071 Proposal & Contract,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12071 Quail Creek Road\S12071 Proposal & Contract
S-12073 Wenatchee Telecommunications Tower,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12073 Wenatchee Telecommunications Tower\S-12073 Wenatchee Telecommunications Tower
S12073 Locates & Related Info,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12073 Wenatchee Telecommunications Tower\S12073 Locates & Related Info
S12081 Wenatchee Telecommunication Tower - Baker Flats,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12073 Wenatchee Telecommunications Tower\S12081 Wenatchee Telecommunication Tower - Baker Flats
Sent from Jon Hills  Pics & Field Notes,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12073 Wenatchee Telecommunications Tower\Sent from Jon Hills  Pics & Field Notes
S12080 Locates,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12073 Wenatchee Telecommunications Tower\S12081 Wenatchee Telecommunication Tower - Baker Flats\S12080 Locates
S12082 calculations,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12082 Barker Road Twin Bridges Area LDS Church\S12082 calculations
S12082 DRAFTING,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12082 Barker Road Twin Bridges Area LDS Church\S12082 DRAFTING
S12084 Figures,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12084 Washington State Patrol Communications Tower near Beverley Washington\S12084 Figures
S12084 Report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12084 Washington State Patrol Communications Tower near Beverley Washington\S12084 Report
Similar Reports,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12084 Washington State Patrol Communications Tower near Beverley Washington\S12084 Report\Similar Reports
S12303 REPORT,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12303 DEPMEDS\S12303 REPORT
SubK 949690 for Geotechnical Investigation at Fairchild AFB_files,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12303 DEPMEDS\D-12303 RFQ 949690 for Geotechnical Investigation at Fairchild AFB\SubK 949690 for Geotechnical Investigation at Fairchild AFB_files
S12303 Attachments,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12303 DEPMEDS\S12303 REPORT\S12303 Attachments
Seismic Info,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12311 Little Spokane Drive Bridge\Seismic Info
Slope Stability Analysis,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12311 Little Spokane Drive Bridge\Slope Stability Analysis
SEE ALSO D13247 CONTRACT WITH CLEARWATER FOR DRILLING AND INCLINOMETER,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12398 Cosky Tank - Kendall Yards\SEE ALSO D13247 CONTRACT WITH CLEARWATER FOR DRILLING AND INCLINOMETER
S12436 REPORT,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12436 USAR MEP FAFB\S12436 REPORT
S12436 ATTACHMENTS,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12436 USAR MEP FAFB\S12436 REPORT\S12436 ATTACHMENTS
S12437 REPORT,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12437 WAARNG MEP FAFB\S12437 REPORT
S12437 ATTACHMENTS,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12437 WAARNG MEP FAFB\S12437 REPORT\S12437 ATTACHMENTS
S12477 Attachments,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12477 Noxon Living Facility\S12477 Attachments
Street Plans,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12540 3rd Avenue from Division to Arthur\Street Plans
Site plans and Sketches,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12548 Business Park  Palouse Highway & Regal\Site plans and Sketches
Soil maps,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12548 Business Park  Palouse Highway & Regal\Drafting\Soil maps
S12548 Attachments,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12548 Business Park  Palouse Highway & Regal\REPORT\S12548 Attachments
S12581 Report,R:\Engineering\S Projects\S Jobs\2012 S Jobs\S12581 Hanford Trench 94 Soil Testing\S12581 Report
S-13013 Hutton Elementary School Addition,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13013 Hutton Elementary School Addition
S-13041 Dyer Hill Existing Monopole,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13041 Dyer Hill Existing Monopole
S-13042 Liberty Lake Street Assessment,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13042 Liberty Lake Street Assessment
S-13045 New Wemco Building,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13045 New Wemco Building
S-13046 Industrial Land 10300 W Hallet Road,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13046 Industrial Land 10300 W Hallet Road
S-13047 Liberty Lake Sports Facility,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13047 Liberty Lake Sports Facility
"S-13053 Evaporative Lagoon #6, Dawn Mill Site","R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13053 Evaporative Lagoon #6, Dawn Mill Site"
S-13054 Cooling Tower Expansion Project,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13054 Cooling Tower Expansion Project
S-13064 Farwell Road,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13064 Farwell Road
S-13067 High Drive - Scott to 29th Avenue CSO Project,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13067 High Drive - Scott to 29th Avenue CSO Project
S-13072 Seventh Day Adventist Church,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13072 Seventh Day Adventist Church
S-13074 St. Maries Existing Monopole,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13074 St. Maries Existing Monopole
S-13102 Millwood Presbyterian New Gym,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13102 Millwood Presbyterian New Gym
S-13109 Steptoe New Grain Bins,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13109 Steptoe New Grain Bins
S-13127 City of Hayden SOQ,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13127 City of Hayden SOQ
S-13134 Liberty lake Sewer and Water District Aquifer,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13134 Liberty lake Sewer and Water District Aquifer
S-13255 Aero Road Truck Wash,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13255 Aero Road Truck Wash
S-13262 Davenport Bridge Scour Repair,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13262 Davenport Bridge Scour Repair
S-13263 Lamb Weston Plant,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13263 Lamb Weston Plant
S-13270 Grafos Six Condos,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13270 Grafos Six Condos
S-13272 Zod Alltel MTGF Tigerbutte,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13272 Zod Alltel MTGF Tigerbutte
S-13273 Zod Alltel lMT01  Paws Up,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13273 Zod Alltel lMT01  Paws Up
S-13360 Elliot Road Culvert Replacement,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13360 Elliot Road Culvert Replacement
S-13367 Christensen Road Bridge No. 1507,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13367 Christensen Road Bridge No. 1507
S-13370 New Worthy Hotel,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13370 New Worthy Hotel
S-13384 17th & Helena Cottages,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13384 17th & Helena Cottages
S-13419 Colville Furniture Store,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13419 Colville Furniture Store
S-13420 Boat Basin and Marine Terminal,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13420 Boat Basin and Marine Terminal
S-13502 Keller Site Colville Tribe Towers,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S-13502 Keller Site Colville Tribe Towers
S13003 N Freese Road Fertilizer Facility,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13003 N Freese Road Fertilizer Facility
S13011 Avista Nine Mile Dam Storage Warehouse,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13011 Avista Nine Mile Dam Storage Warehouse
S13019 Stevens County SOQ,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13019 Stevens County SOQ
S13025 Swenson South Road Reconstruction,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13025 Swenson South Road Reconstruction
S13028 Granite Hills Plat,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13028 Granite Hills Plat
S13033,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13033
S13077 Riverwalk North,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13077 Riverwalk North
S13084 4th Street Rehabilitation,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13084 4th Street Rehabilitation
S13127 Ferris Track,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13127 Ferris Track
S13202 Pleasant Prairie Estates,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13202 Pleasant Prairie Estates
S13204 Dewood Cedar Parking Lot (See H13204),R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13204 Dewood Cedar Parking Lot (See H13204)
S13206 Grangeville Grainbins,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13206 Grangeville Grainbins
S13208 Nelson Service Facility  -Name will change-,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13208 Nelson Service Facility  -Name will change-
S13212 SIA Hangar Project,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13212 SIA Hangar Project
S13214 Garco BPA Site,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13214 Garco BPA Site
S13216 Proposed Truck Facility,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13216 Proposed Truck Facility
S13221 Sunshine Terrace,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13221 Sunshine Terrace
S13222 Wilbur Ellis Company Dry Fertilizer Hub Facility,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13222 Wilbur Ellis Company Dry Fertilizer Hub Facility
S13223 Latah Pit Reclaimation,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13223 Latah Pit Reclaimation
S13254 MLK Phase II,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13254 MLK Phase II
S13274 Zod Alltel MT05 Taulman Lane,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13274 Zod Alltel MT05 Taulman Lane
S13275 Monida Tower,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13275 Monida Tower
S13277 Pend Oreille Railroad,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13277 Pend Oreille Railroad
S13281  Preston Residence 225 Chatham Hill Road,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13281  Preston Residence 225 Chatham Hill Road
S13282 Scafco Addition,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13282 Scafco Addition
S13309 Wemco west property PPV monitoring,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13309 Wemco west property PPV monitoring
S13317 Ecliptix Towers,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13317 Ecliptix Towers
S13322 Spokane Public Schools new building (empire and cook),R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13322 Spokane Public Schools new building (empire and cook)
S13323 Joe Albi Stadium Renovations,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13323 Joe Albi Stadium Renovations
S13326 Chelan Co. Station #75,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13326 Chelan Co. Station #75
S13337 Crescent saddle dam at long lake dam seepage control,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13337 Crescent saddle dam at long lake dam seepage control
S13347 Sunshine Disposal (Also see proposal folder S002S11),R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13347 Sunshine Disposal (Also see proposal folder S002S11)
S13375 Crescent Saddle Dam at Long Lake Dam,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13375 Crescent Saddle Dam at Long Lake Dam
S13379 Barker Road Pump Station,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13379 Barker Road Pump Station
S13386 3633 E. Sanson,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13386 3633 E. Sanson
S13406 Hayden Lake Property,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13406 Hayden Lake Property
S13408 Precision Manufacturing,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13408 Precision Manufacturing
S13423 Spokane Seed,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13423 Spokane Seed
S13425 North Central,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13425 North Central
S13431 Copenhaver Legacy Project,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13431 Copenhaver Legacy Project
S13470 Zod Alltel MT05 Missoulanw,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13470 Zod Alltel MT05 Missoulanw
S13472 New Flour Storage Facility,R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13472 New Flour Storage Facility
"S13475 Water Reservoir and Pond, Trentwood Water District","R:\Engineering\S Projects\S Jobs\2013 S Jobs\S13475 Water Reservoir and Pond, Trentwood Water District"
